KO.PLT_PBMC_Vehicle_REP1	KO.PLT_PBMC_Vehicle_REP2	KO.PLT_PBMC_Vehicle_REP3	KO.PLT_PBMC_Vehicle_REP4	WT.PLT_PBMC_Vehicle_REP1	WT.PLT_PBMC_Vehicle_REP2	WT.PLT_PBMC_Vehicle_REP3	WT.PLT_PBMC_Vehicle_REP4
Trps1	8226	2535	619.001	2988.001	2210.999	2986.999	2861.999	5258
Pak1ip1	3339.999	1570	257	1000.001	1197.998	1445.999	1263.001	2771.993
Rtel1	292.999	168.002	21	47	75	136.001	121.999	264.999
Atp5j2	3109.994	1490	313.001	684.999	1456.995	1558.999	1236.998	2266.993
Hoxb4	239	218	34	248	195	138	129	233
Josd2	955.999	421.001	91.999	368	246.999	507	493.002	783
Mapkap1	2986	1155.999	246	881	679	1240	1007.999	2433
Taf5l	1957	499	130	536.51	568	880	896	1692
Golga4	2532.999	920	259	845	865	957	879	2074.001
Mindy1	5464	1966	466.984	1905.999	2132	2344	2389.001	4887
Atp5l	5987.899	2497.101	451.982	1286.678	2652.42	2995.682	2504.959	4658.957
Pbx3	186	74	7	44	63	95	35	158
Bud31	1603.204	711.155	125.12	441.276	866.1	780.702	733.623	1128.941
Pakap	159.973	15	5	16.212	10	22.48	35.242	33.124
Mboat1	165	114	17	70	58	79	90	201
Wdr26	1722	1035	189	894	1099.001	752.999	622	1739.001
Nudcd1	683.964	225.792	45	112.75	301.226	312.85	276.704	460.706
Mvb12b	87	43	14	57.001	33	94.999	87	154
Nup205	510	205	43	173	144	241	209	451
Abcf1	7862.001	3796	710.001	3766.996	2857.978	2736.999	2525.999	5390.989
Gabpb2	2912.375	655.457	207	1300.384	874.477	804.057	865.991	1959.621
Kdm3b	2979	1152.31	278	1287.999	571.167	946.408	678.001	1690.286
Ascc3	2045	710	162	620.001	828	813	930	1457
Vill	1265	434.001	77	409.001	254.001	442	343	713.999
Ephx1	192	45	13	61	92	62	29	184
Smurf1	148	72	27	53	123	83	84	276.999
Stap2	170.999	17	4	10	5	48	36	67
Cnot4	2027.999	717.999	149	620.001	722	894.999	791	1438.999
Ost4	2184.926	852.665	189.824	430.828	884.843	1456.555	1038.81	1904.442
Sde2	3966	1567	310	1043	1539	1732	1602	3400
Rap1gap2	548	137	26	217	121	189.001	161	269.999
Gngt2	25293.792	11409.026	2198.847	8578.255	10332.471	10809.436	9815.629	17889.466
Trmt112	4328.816	1927.892	397.657	1553.477	1651.378	2067.187	1658.524	2874.281
Hace1	1170	377	96	396	347.001	470	351	743
Abitram	625	307	60	171	153	363	300	551
Tmem214	7503.139	3182.756	455.272	2977.621	1136.125	2886.473	2263.128	5527.673
Ralgps1	628.001	210	60	263	213.999	463.999	336	760.008
Vars2	190	68	37	79	30	227	145.944	319.877
Gcnt1	312	117.001	36	29.999	97.001	289	211.001	518
Kif16b	745.999	274	60	373	326.001	361	320	437
Phb	4706.259	2735.927	389.174	1991.747	2035.834	1850.14	1765.239	3540.62
Ythdf1	278	168	19	108	70	144	154	195
Itpkb	2917	1477	223	1232	413	1154	905	2157.997
Baiap2l1	105	63	12	63	31	19	72	158
Pi4kb	476.082	178.416	50.418	193.173	115.615	194.515	199.932	376.666
Zcchc2	401.001	274	40	196	165.054	215	214	432.001
Bpgm	370	133	28	153	143	147	147	344
Zfhx3	774	338	97	354	304	233.119	263	495
Rnf146	3106.945	1401.519	222.7	1058.541	1200.459	1274.439	1010.245	2327.183
Mrps34	1583.067	698.028	146.837	486.827	567.174	712.931	707.735	1045.192
Shfl	72.609	24.457	17	14.958	12.536	46.651	27.279	53.122
Man2a2	285	69	12	121	34.311	63.999	42	78.383
Ctu1	443	120	28	120	8	156	152	253
Irs2	281	82	22	31	121	71	95	181
Zfp653	687.998	296.97	37	255.99	120.914	205	127.001	395.982
Rpl12	946.575	435.008	74.776	302.467	423.37	487.169	487.764	763.698
Pogz	1303.001	317	58	319	303	410.999	354.999	793.999
Kat7	3173.894	907	191	1024	1244	1490	1345	2343
Plcl2	295	132	25	93	156	162	106	351
Dido1	2712	917	223	1066	465	1101	1042	2344.999
Sccpdh	322	131.999	14	59.999	104	123	150	193.999
Prc1	133.674	28.968	8	11	41.184	8	30	28.639
Cnst	673	341	55	339	235	307	376	861
Supt3	65	73	17.999	76	51	79	73	137
Edc3	2180.889	1003.912	129.647	774.826	441.15	1021.042	762.802	1954.044
Slco4a1	206	87	20	43	75	63	106	201
Ube2l3	8287.053	2819.376	702.972	2109.194	3750.694	3934.005	3868.949	7384.149
Pdk2	445	191	41	109	122	160	188	276
Lmtk2	70	64	10	51	64	78	64	140
Rabggtb	479.002	193	29	232	300	281	270.999	651.001
Ppp1r9b	2732	1163	219	1253	829	1113	1043	2428
Bloc1s5	1004.991	337.998	68	294	202.008	283	263	577.996
Cables2	166.935	56	8	67.979	104.987	107	37	159.982
Txndc5	7164.976	2721.999	458	2648	1347.986	2510.973	2511.981	4916.984
Ube3c	504	256	45	191	268	222.999	229	510
Rps21	376	166	37	36	244.001	302.988	159.986	442.973
Tlr4	1921	675	127	451	903	916	933	1786
Cpq	49	22	12	25	28	16	21	85
Timm8b	1640.901	680.925	121	352	509.266	777.795	624.833	1333.781
Mtg1	358	165	35	153	81	203.999	91.001	243.999
Arhgap18	551	95	52	123.999	287	395	195	579
Tasp1	56	69	20	20	110	90.999	90	85
Adrm1	11477.048	5833.425	984.465	4406.215	4184.85	4736.035	4192.155	9490.319
Arpin	399	99	27	234	94	174	150	303
Usp6nl	505	202.211	50	266	273.561	332.973	235	558.996
Pigk	3741	1316	238.999	1180.001	1426.694	1196.156	1197.001	2751.113
Foxred1	1332.001	465	78.999	224	361.999	558	416	921
Osbpl2	2643.999	1054	169	736.001	549	913.999	809	2025
Anpep	939	472	114	432	639	496	590	1554
Atpsckmt	292.001	111.001	14.001	60	88.011	166.002	83.001	190.476
Psmd7	8624	3479	624	3072	3019	3450	3259	6892
Zzz3	2741.997	960	172.001	700.001	611	950.998	904.994	1689.998
Mtg2	1496.999	565.001	109	533.001	550	553.999	489.712	1046.01
Zfp503	102	45	7	17	20	38	22	116.169
Ss18l1	246	40	16	73	114	184	118	197
Rreb1	1286.001	365.001	70	465.999	277	522	446	1073
L3mbtl3	636.999	276.258	70	144	281.001	236	224.999	631.999
Rsad1	329	104	4	57	76	61.001	69	94.048
Marchf6	2333	633	181	696	585	962	940	1853
Atp6v1g1	15187.283	6611.663	1248.41	5220.574	6267.14	6146.474	5741.418	11864.289
Lsm14b	158	57	18	44	36	90	61	139
F13a1	48842	20071	3824.999	15622	21692.872	22538	20469	49978
Adgrg6	275.845	89.907	20	25	35	123.771	135.474	313.224
Taf4	312	192	37	160	199	103	111	192
Cdc123	4920	2320	476.999	1952	1947	1814.001	1816	3379
Zc3hc1	2060.001	979	143.699	775.001	578	745.001	646.015	1553
Camk1d	7834.999	2765	560	2694.999	2017	3202	2801	5763.001
Sart1	2582.901	1119.841	197.369	1009.205	710.465	841.057	760.061	1516.734
Runx2	1066.396	383.021	104.856	544.969	430.109	524.808	368.411	859.014
Stim2	6538	4655	610	4262	2715	1246	1394.001	3944
Fam102a	409	100.999	32	141	80	267	141	482
Akna	8775	2445	471	3675	534.966	3650	3075	6153
Ube2h	3546	1996	395	1495	1853.997	1511	1213	2752
Cmc1	308	88	28	73	90	157	124	224
Naif1	627.161	190.748	41.492	197.546	124.82	342.742	218.216	406.814
Akap7	235	138.001	15	101	200	119	94.999	226
Dap	3631	1273	271	1080	1276	1649	1455	2871
Polg	2308.963	947.999	202.993	1024.585	424.267	1126.93	1030.617	2460.794
AW209491	644	272.001	50	218	271	238	260	527
Nubp2	3879.998	1675	396	1570	1710.999	1570.999	1503	3175.001
Fanci	36.036	0	9.005	29.416	50.734	13.07	6.383	11.206
Rbpj	5151.047	1660.909	369.778	1624.131	2265.34	2597.528	2279.378	4502.732
Nlrc4	1429	671.97	146	628.632	539.53	402	368.15	978
1110008P14Rik	910.134	363.055	96.698	340.602	257.907	461.026	383.21	651.996
Adk	641	298.999	64	280.999	367.001	291	306	505
Tbc1d25	426	124	30	142	67	125	133	354
Abhd2	781.559	310	56.865	226	211.482	302	211	398.963
Ciz1	2047.867	866.945	181.303	851.398	495.092	1116.974	913.792	1926.001
Daglb	3078.968	1640.081	306.272	1294.316	1047.583	1160.136	1012.755	1951.911
Metrnl	2226	1233	184	964	621	650.903	525	1560
Gpatch2	931	424	70	341	323.999	412	378.999	828.001
Il18	168	64	17	42	98	79	44	95
Srrm2	17124.997	7835.999	1536.998	7648	5079.991	7132.934	6242	12530.002
Arid4b	2875.081	1136.026	244.001	1065	1213.001	1154.04	951	2120
Ppp1r10	1393	544	126	542.001	442.001	1009.289	771	1402.984
Rpl22l1	573.802	172.867	44.686	79.75	335.482	370.263	342.019	476.202
Tbcd	1353.697	559.494	91.733	474.662	466.717	764.591	641.639	1470.669
Suv39h1	822.906	455.933	73	261.001	287.596	340	291.001	650
Stx11	1826	957.001	140.999	641	645	797.001	681.001	1659.999
Tbce	2133.278	913.722	188.407	573.609	915.876	894.549	901.027	1928.955
Sec24d	3025	1359.001	279	1113	828	1614.999	1324	3176
Isg20	124	140.999	21	64	50	54	72	156
B3galnt2	4616.721	1787.28	307.593	1282.389	1292.124	1580.451	1509.974	3098.046
E130309D02Rik	558.439	346.173	58	329.923	178.033	497.636	326.183	775.533
Pomt1	926.001	146	44	200	131.986	374	317.001	498
Prrc2b	976.151	392.417	68	445	163.773	401.011	356.251	625.739
Npepl1	1416	787	103	740	298	321.001	381	866
Gimap3	161.989	34	4	31	51.968	73	84.909	100.886
Megf9	3923	1222	299	1182	970	1292	1132	2050
Foxk2	256	125	24	130	159	132	132	300.207
Azi2	2546	885	226	785.998	704.999	1159	962	1922
Fndc3b	3607	1491.001	271	1345	845.999	1440.001	1238.999	2968
Cybc1	6557	2528	462	2414.999	2358	2492.001	2375.999	4349.951
Cdk5rap2	769.751	246.934	64.875	174.467	179.65	329.103	220.077	487.155
Hexdc	163.401	48.564	16.381	48.262	29.03	66.279	49.275	145.211
Ndst2	438	387.999	45	228	187.001	121.001	266.999	360.999
Rftn1	12797	5161	1017.001	5763.664	4229	4290	4548	9987
Rab3gap2	1372.343	514.435	98.096	732.76	427.029	819.225	629.921	1575.824
Rnf122	130.001	16	4	14	45	13	27.999	94
Mettl22	149	58	21	54	17	58	71	116
Smarcal1	625	124	37	123.001	145	238	201	252.999
Exosc2	1923.999	698.001	136	702.001	712	466	566.999	988
Fut11	1404	565	106	611	447	619	544	920
Picalm	8714.001	5473	841.999	4220	3556	2803	2546.001	6478
Sec24c	6470.491	2240.512	486.925	2401.999	1672.881	3345.557	2876.811	6161.65
Hlx	9419	6610.961	814	5556	2018	2494	2445	6992
Wdr45	1045.001	349	73	368.999	389	434	469.002	606.999
Dusp10	68	31	7	49	18	43	21	177
Mreg	79	52	16	36	50	45	33	66
Heatr5b	773	400	62	273	150.001	376	313	867
Alg1	1326.72	534.111	95.614	567.729	421.724	539.623	529.59	965.787
Tmem135	2459	895.999	151	488.999	697.999	820.001	866.001	1736
Prpf18	1682.999	597	154.001	541	634	713	632	1452
Dcxr	220	162.001	14	99.999	70	154	98.999	251.999
Snx22	137.874	48.047	5.008	51.919	53.618	63.621	53.622	80.505
Morc3	6777.001	1966	490.999	2003.998	2322.001	2604.999	2243.001	5565
Mtmr12	1832.001	491.999	115.999	617.999	550	816	684.999	1196.001
Tcta	956	410	46	236	193	332	334	483
Slc9a8	1860	559.999	135.001	631.999	317.999	715.999	612.999	1420.999
Ubn1	1312	499.001	74.999	430	232	302.02	412	659.999
Wfs1	248	207	23	43	4	203	90	207
Tnrc18	1331	543.999	70	971	181.001	505	516	821
Micu3	337	205	43	182	196	103	114	263
Nt5dc1	330	180	39	140	281	290	316	502.001
Asb6	2121.001	794	160	774	256.953	811	707	1460.001
Dse	5039	2144	428	1987	2145	2154	2053	4374
Znfx1	3070	1022	174.999	846.001	495	1200.999	1093.001	2385
Nup133	650.801	284.735	68	356.779	294.611	443.302	337.951	725.532
Uhrf1bp1	762	234	61	158	87	234	116	519
Ptpa	3024	1074.999	259	1034	615	1481	1355	2598.001
Cep104	1123	361	62	288	237	305	354	727
Atp8b1	31	24	17	24	51	12	66	135
Zup1	1115.001	419.999	97.999	280	315.999	402.001	384	869
Stau1	2098.001	720.001	129	528.001	563.999	905.001	674	1431.999
Ncam1	60	54	4	14	14.222	33	11	48
Ubald1	1805	649	138	828	185	702.997	643	1164
Myo9a	1381	616	114	393	614.904	667	558.95	1178.05
Fam149b	262	119.432	24	130.468	95.378	95.254	61	132.908
Stub1	7109.915	3165.625	657.942	3166.055	2339.521	3318.031	2725.247	6014.268
Mocos	1115	384	82	383	339	373	414	905
Prex1	5967	1869	429	2641	882	2926	1947	4867
Ap5z1	1195.001	573.999	121	549.001	196	685	528.001	1061.999
Strip2	220.999	35	17	30	5	127	41.001	158.999
Hnrnpu	25356.004	9569.352	1829.036	8125.411	8013.543	10412.758	9891.798	20279.136
Lonrf1	166	118	12	82	69	63	101	138
Zfp189	214	63	10	84	50	80	69	76
Coro7	1880.001	993	220	953.999	440.995	1088	838.999	2035
Mrpl12	1619.999	635	90	507.997	406.992	815.994	708	1139
Rxrb	413.001	279	51	279.001	188	336	243.001	508
Spout1	770.394	399.259	70.173	265.476	212.258	445.092	292.6	695.238
Icmt	1308	406	79	425	198	493	407.993	1082.919
Zmynd8	1923	796	147	898.996	559.999	743	667.996	1314.999
Tbc1d13	167	60	22	78.999	51	58.999	44.999	146.999
Mrps6	263.705	91.498	16.841	48.875	56.502	97.513	93.264	110.014
Lap3	517	312	50	150	126	317	245	651
Zer1	430	325.999	38	348	133	190.923	203	483.001
Msantd3	131	36	13	36	51	39	43	113
Ncoa7	1551.999	375.999	81	352	491.001	591.001	496.999	909
Usp53	456.999	215.999	36	155	194.999	163.001	130	351
Nploc4	960.999	374	78	431	252	236	154	680.999
Lmbrd2	245	110	25	87	82	92	107	277
Trp53rka	1826.788	879.673	145.133	877.677	640.963	770.28	771.983	1841.6
Fnbp1l	690	264	44	332	106	245	224	345
Prkrip1	1087.858	370	98	378.999	234	365	347	603
Slx4	335.001	74.999	33	65	32	284.999	142	346.001
Alg2	571	237	25	126	232	366	354	613
Htatip2	5474	2681	418.001	2158	1813	2360	2072.999	4558
Orai2	3034	1061.999	142	816.001	447.999	1455	1096.999	2013
Fbxl5	25227.999	11278.999	2041.999	7412	10217.995	8025.918	7796	19266.001
Alkbh4	541	185.001	30	231	80	188	129	282.001
Dnttip2	4915	2905	434	2361	2421	1868.999	1849	4483
Thap3	696	374	55.999	310	281	250	243	523
Dnajc28	94.999	94	8	17	64	50	35	61.001
Dnajc11	2707.892	1012.172	268	1195.571	830.881	1083	1014	1939.272
Ypel5	5517.999	2460	433	2020.999	2682	1976	1867	4214
Polr2j	2681.263	1421.22	239.669	827.446	981.216	1157.031	1011.543	1951.307
Galnt12	318	42	15	102	35	36	67	81
Cep131	135	21.001	11	37	17	64	69	36
Cpeb2	1333.818	545	76	426.917	492.76	658.52	688.1	1336.953
Zfp597	735.001	231	49	237	173	313	337	522.579
Zfand1	506.999	182.966	44	176.97	228.069	197.001	187.835	330.932
Cplane1	640.871	363	64	353	210	186	274	705
Ncoa5	562.999	344	55	99	257.999	260	328	583
Zc3h10	1046	450.499	94	373	300	660.995	494.945	1056.128
Tbc1d2	94	28	3	29	24	83	58	97
Trub2	1587.974	552.892	119.999	561	487.972	487.083	457.238	983.838
Wdr70	1057	426	65	327	369	394.001	334	777
Zfp335	1324.639	414.638	92.321	635.346	168.144	674.92	452.855	1269.366
Epg5	298	176.999	32	164	168	302	218	420.007
Zfp800	781	373.039	77.968	321.999	341	387.001	287.001	653.994
Mcph1	273.001	52	28	119	83	125	142	92
Rapgef1	3539.248	1776	251	1753.001	634	1516.684	1216.328	2236
Pcif1	6545.155	2773.181	545.679	3104.582	1815.239	2298.803	2235.079	4608.49
Endov	305	113.001	23	191	39	295	135	369
Rere	1408.001	388	79	645	205.12	610.001	460	1100
Trim14	770.041	247.872	68.435	273.414	265.749	294.144	313.727	548.76
Neurl2	145.426	43.31	15.07	33.162	39.775	47.34	46.276	66.497
Heca	340	241	49	247	196	149	118	372.001
Tmem120a	3087.001	1180	200	1049	1021	1442.001	1256	2732
Alg14	217	108	15	105	116	122	85	214
Fgl2	1373	331	97	331	706	392	322	1044
Armh3	1304	496	116	549	203	463.999	604.707	1025.999
Slc26a11	558	48	36	124	43	206	188	314
Cited2	169	31	5	53	85	57	73	123.023
Spsb1	139.999	71	22	59	20	103	17	95
Coq10a	151	65	22	103	93	66	60	133.001
Rhbdd2	1020.935	569.001	87.281	442.999	350.697	512.002	444.812	929.365
Urb1	502	173.001	11	117	107.999	252	172	334
Gsap	15149	6318.999	1202.999	5996.001	5452.999	5049.999	4888.999	10393.001
Pik3cd	3080.999	1205	202.001	1248	621	1661.999	1393.999	2847
Ptger4	1013.272	521.261	66.209	528	400.003	577.722	621.646	640.191
Dag1	1909	540	136.001	361.999	187.524	552.999	649.999	1360
Etfbkmt	91	63.999	8	66.999	25	52.001	36	91
Hip1	1446	528.001	134.999	768.001	463.054	559	583	1373.812
Zfp292	3922	1978	310	1913	1702	1603	1463	3640
Rsbn1l	1395.822	444.231	93.733	511.488	647.569	603.704	520.341	1204.368
Tbc1d16	221	71	29	144	65	107	45	160
Zc3h12d	2410	1340.002	244	1437	977	648	631	1812
Dtx4	2369	1372	202	1220	875	880	847	2221
Ccdc32	612	277	52	148	242	288	222	450
Sinhcaf	1743.555	901.442	132.991	742.806	763.797	594.868	572.88	1234.21
Phtf2	1133.001	400	89	454	365.001	449.001	414	942
Ankrd13c	5069.999	2331.999	407	2083	1971.001	1711.004	1496	3485
Cbx4	284	84	33	316	115	128	123	97
Edrf1	711.999	283.001	53	177	137	306	308	514
Timeless	50	24	2	46.001	73	28	42	5
Ifi203	111.057	18.012	6	52.001	65.68	66.036	40.865	66.54
Ginm1	5507.858	2704.311	367.13	1800.07	2075.455	1650.92	1733.935	3941.129
Bahd1	1175	423	42	490	201	518	391	1042
Slc7a5	124	56	19	66	45	37	43	99
Cox15	899.729	734.544	71.684	548.571	341.246	296.442	251.797	710.365
Lats1	324	153	45	166	135	106	211	436
Rab11fip2	106	63	8	38	75	29	41	105.999
Ythdf2	6845.873	3522.949	560	2807.948	2863.822	2560.84	2550.938	5800.773
Elavl1	6334.612	2214.356	520.001	2159.304	2354.345	2556.195	2532.363	5680.191
Ipo8	1663	622	126.999	638.999	437.999	613.002	624	1325
Stat2	2432.001	1030.001	168	1040.001	460.078	860.999	821	1961.214
Nup43	526.999	181	50	98	201	196.999	221	467
Ift88	104	31	5	23	62.001	51	16	87
Rbms2	157.999	54	6	43	49	113	56	51
Orc3	1885	713.001	152.001	605	560.999	584.999	790.999	1460.001
Ndufb10	4197	1794	356	1501	1694	1920.999	1696	3241
Baz2a	2192.453	918.715	234.814	1024.927	718.123	1202.337	888.211	2266.548
Plcb2	454.001	319	48	424	328.001	316	293	499
Bub1b	785	303	26	191	92	291	216	584
Bmf	3273	941	170	1416	662.999	1180	1028	2280.001
Flywch1	1341.978	494.892	129.353	553.965	522.884	690.664	589.665	1095.487
Klhl42	256	88	25	176	129	91	122	310
Plpp6	589.795	388.497	62.971	163.642	262.115	280.517	190.406	636.811
Gramd1b	168.384	65.999	14.001	55	77.001	90.001	88.999	195
Mrps35	412.001	124.001	35	66.999	101.999	186	156	308.001
Zmym5	2503.352	994.452	183.868	861.769	867.697	988.773	883.483	1651.98
Gorab	521	209	38	117	168	199	211.999	399.001
Pnrc1	2768	810	149	886.714	499	1187	983.594	1894
9430038I01Rik	672.001	328	61	301	253	323	297	623
Hs2st1	164	56	13	79	111	49	96	132
Thbs1	121459.461	38252.815	8341	27957.929	43071.735	66502.873	54299.486	119614.544
Tax1bp3	4168.688	1487.71	272.999	1131.122	1359.85	1759.389	1657.71	3321.124
Ikzf5	1394.649	566.151	101.949	386.426	475.056	717.709	544.312	1174.74
Alkbh3	499	284.999	53	139	256	308.001	344	400
2310057M21Rik	355.001	127.999	33.001	89	149	176	160	335.999
Scamp2	8326	3721	667	3017	3209.001	3407.999	3094.999	6451
Odad1	46.001	47	7	59.001	18	44.642	28.999	65
Nemp1	833	167	48	167	134.976	194.997	148	292.907
Zfp704	687.118	276.981	44.796	139	218	219	286.422	629.487
Emp3	11701.001	5725	1131	4556.001	5124	5469	4955	9736.974
Kyat3	90	49	2	48	39.001	59	38.932	60.043
Ttc12	102	18	1	58	51	64	54	137
Gas8	151	109	32	58	88	115.999	106	198
Prrc2c	3511.001	1331	290.999	1748.999	1551	1611.001	1346	3270.998
Gpr34	34	40	8	47	59	32	53	166
Tm7sf3	1044	484	76	385	408.25	368	422	936.933
Trappc5	1301.908	455	76.002	291.29	252.083	461	417.882	825.622
Fgfr1op2	5806.809	2159.539	432.924	2082.782	2410.038	2432.552	2029.308	4426.928
Tbc1d10c	1316.35	510.978	88.611	489.775	243.698	297.108	295.381	603.719
Lrp1	14285	5863	1203.001	5956	2725	7240	6081.999	14381.001
Ints13	970.001	377	54.001	233.999	261.001	424.999	484	804
Gbp7	250	153	22	165	172.955	65	75.264	199.287
Klhdc4	515	164	42	150.999	198	236	208	457.997
Gbp2b	155.115	44	9	90	124	109.209	70.604	181.59
Plekha1	6329.999	2330.001	456	1908.999	2125.001	2495	2638	4747.001
Mrps28	618	147	42	176	202	379	312	561
Bach2	423.305	253.834	33.238	240.718	213.674	225.177	167.301	473.459
Accs	429	141.999	37	119	292	215	170	255
Cdk6	1552.16	1156.817	175	1131.931	941.848	532	549.578	1177.928
Cdin1	219	31	4	80	41	60	50	114
Ddx58	356	132	31.001	170	120	213	186.999	334.714
Suco	3584.59	1692.564	313	1262	1347.37	1511.613	1434.346	2963.455
Rbm48	553.879	219.484	66	307.185	247.722	229.398	287.235	468.105
Cchcr1	108	84	14	57	71	87.064	71	78.028
Zfp770	107	40	16	54	79	92	41	65
Slc25a24	1110	220	68	367	254	457	512	895
Dcaf1	461.963	109.999	31	184	125	145.98	126.001	397.894
Cul9	197	90.001	24.001	268	66	208.001	163	377.001
Nsmce4a	419.001	484	55	178	320	99	86	210
Fam102b	812	297	68	303	482	282	348	704
Arhgap9	11040	4301	868.999	3792.001	3991.982	4021.996	3740.986	8075
Trim7	189.679	52	21	71.97	12	66	67.982	147.994
Ankib1	964	271	44	358	251	272	476	1014.999
Mars1	1989	809.949	165	952.001	501	1035	918.546	1558
Skiv2l	2728.992	1001.001	202	1264	315	1348	924	2129.999
Ufl1	2012	723.999	156	423	937	751.999	791	1297
Bcor	820	268	38	243	231	208	267	581
Trim41	534	199	39	253	60	200	139	276
Etfrf1	1162.959	617.111	119.208	488.546	681.394	563.861	521.609	1031.716
Pex2	3569.999	1378	244	1283	1603	1670.001	1578.999	2791.001
Aqr	2146.999	867.999	168	821.999	1013	1085	1118	1848.001
Ppp1ca	43776.108	20265.632	3556.6	16832.217	16196.519	15676.088	14721.096	31483.81
Wdr47	424	262	39	179	231	244	207	298
Abhd13	1523	429	73	417	280	480	418	721
Akap9	4809.657	2198.091	360.999	1818.081	1639.335	1314.001	1311.001	3037.151
Fbxl4	654	288	46	218	185	305	267	568
Slc25a28	441	236	30	190	145	215	145.999	393
Dtx3	1482.001	364	67	407	92	605	532	1367.001
Rc3h1	3486.001	1439	324	1667	1523	1284	1211	2562
Mterf1a	220.071	144.469	43.487	117.222	141.538	145.458	152.056	177.554
Pitpnc1	2549	1547	265	1416	1617	908	911	2448
Zbtb38	4090	2489	402	2169	2239.999	1209	1141	2550.999
Ppp1r15a	4142	1177	279	677	1039	1772	1670	2865.001
Rprd1a	864	369	72.012	369	299	346	365	755
Sgms1	9534	3502	671.999	3187.001	2547.999	2897.999	3059.001	6355
Usp45	619.001	104.001	43	200.001	172	315	298	437
Arglu1	3039	2347	345	1750	2096	1039	964	2514
Os9	17402	9130	1496	8818	4429	6817.549	6632	15587
Mybbp1a	2607.001	988	207	908	763.951	1333	993.995	2583
Gtpbp10	580.597	132	38	111	165.754	173	210.82	357.789
Blvrb	12429	3894	938.001	3524	3665.001	7273	5811	9193
Rabggta	1234.999	513.001	131.999	531	339	864	645.001	1088.536
Dgkz	20860.356	7169.356	1342.999	7877	2732	10205.338	8627.773	17342.155
Bptf	1637	773	181	706.999	1002.037	586	581	920.827
Dxo	681	216.999	51.999	233	179.999	314	178.999	486
Xaf1	232	86	11.016	87	64	70.302	83.077	138
Ambra1	1661.001	594.001	143	766	224.999	848.001	589	1492
Pvr	754	316	86	360	365.999	461.001	392.001	684.999
Manea	358	163	26	120	214	213	230	269
Tsfm	982	308.999	64	336.999	275	403.001	325.999	727
Tlr8	1345.999	687.001	81	442	754	557	528	988
Zfp609	253	168	27	126	38	107	134	179
Milr1	2097.001	620.001	106	493	684	782	603.001	1533.868
Abhd11	1660.109	557.77	134.9	441.001	435.83	653.288	617.91	1476.442
Adam22	212	70	1	79	75.95	85	53	86
Tex2	2010	505	151	727	481	941.001	733	1480
Ckap5	1929	1136.001	233.999	826	816	1007	911	1875
Otud6b	1933.998	650	157	461	766	1017	930	1783
C3ar1	3857	1476	227	999	2200	2302	2164	4519
Wdr7	734	237.999	40	191.999	180.001	344.002	279	593
Gstm2	1007.047	255.982	63.98	188.096	264.126	390.215	321.209	594.192
Plppr2	55	73	7	60	11	52	42	48
Btaf1	2500	1043	191	743.999	700	903.001	922	2151
Ofd1	328.998	146	20	98.996	98	173.102	110	368.659
1110051M20Rik	611.174	233.004	46.737	228.81	244.027	243.841	204.194	495.511
Cd79b	1213	342	64	509	419	276	371	555
Pogk	1070.028	449.044	56.246	314	321.583	438.189	426.362	1070.696
Mis12	2278.556	774.855	108.074	549.892	913.052	893.899	682.333	1599.749
